Ontology ID	parent	label	EquivalentTo	SubClassOf	definition	definition source	taxa	see also	curation status	comment	image	created	term contributor
FOODON:00005572	processed pork meat food product	pork liver cheese			Liver cheese that is made primarily from ground pork liver.								
FOODON:00005573	cereal grain food product	cereal grain beverage			A drink made from processed cereal grains, such as wheat, rice, barley, or oats, often combined with water, flavorings, and sweeteners.								
FOODON:00005574	cereal grain beverage	cereal grain-based coffee substitute			A beverage made from roasted cereal grains that is intended to be used as an alternative to coffee.								
FOODON:00005575	coffee beverage	espresso			A coffee beverage brewed by forcing hot water under high pressure through finely-ground coffee beans.								
FOODON:00005576	espresso	espresso (decaffeinated)			An espresso coffee made using coffee beans from which most of the caffeine has been removed.								
FOODON:00005577	soy protein isolate	soy protein isolate (potassium fortified)			A soy protein isolate that has been fortified with potassium, to enhance its mineral content while providing a high concentration of protein.								
FOODON:00005578	soy protein	soy protein concentrate			A concentrated soy protein product derived from whole soybeans, containing approximately 70% protein. It is produced by partially removing fats and carbohydrates while retaining some natural nutrients and fiber, making it suitable for various food applications.								
FOODON:00005579	cow whey	acid whey			A byproduct of cheese production, specifically from the manufacturing of soft cheeses, such as cottage cheese or cream cheese. It is characterized by a lower pH and higher acidity.	https://en.wikipedia.org/wiki/Whey							
FOODON:00005580	cow whey	sweet whey			A byproduct of cheese production, primarily from the manufacturing of hard cheeses, such as cheddar or gouda.	https://en.wikipedia.org/wiki/Whey							
FOODON:00005445	stew	moose stew			A stew made from moose meat.								
FOODON:00005446	stew	acorn stew			A stew made from acorn.								
FOODON:00005447	stew	corn stew			A stew made from corn.								
FOODON:00005448	bread	tennis bread			A type of bread that is often sweetened with ingredients like sugar, butter, and cinnamon, and may include additional flavorings such as dried fruit or nuts.								
FOODON:00005449	coconut food product	coconut water			The naturally occurring liquid extracted from a young, green coconut.								
FOODON:00005581	water (bottled)	non-carbonated water (bottled)			Water that is bottled without the addition of carbon dioxide, making it still and free of bubbles or fizz								
FOODON:00005582	butter	butter (light)			A butter with reduced fat content, made by adding water, air, or non-fat milk solids.								
FOODON:00005583	gourd food product	Kanpyo			The dried shavings of Lagenaria siceraria var. hispida, a variety of calabash gourd.								
FOODON:00005584	head cheese|pork meat food product	pork head cheese			Headcheese made from pork.								
FOODON:00005585	meat spread|liver food product	liverwurst spread			A meat spread made from liver, typically from pork or beef, combined with fat, spices, and other seasonings to create a smooth, spreadable product.								
FOODON:00005586	peanut food product|flour	peanut flour			A flour made from crushed, fully or partly defatted peanuts.								
FOODON:00005587	syrup	malt syrup			A syrup made from malted barley or grains.								
FOODON:00005588	pork meat food product	pork loaf			A blend of pork, fat, and spices, pressed into a loaf shape.								
FOODON:00005591	ham food product	ham			Pork hind leg, cured, smoked or cooked.								
FOODON:00005592	ham food product	ham patty			A patty made from ground or finely chopped ham.								
FOODON:00005593	ham food product|animal steak	ham steak			An animal steak that comes from the hind leg of the pig (the ham).								
FOODON:00005594	pork cured meat food product	pork breakfast strip			A thin slice of pork that is specifically prepared for breakfast.								
FOODON:00005595	berry juice	chilchen			A beverage that is made from red berries.								
													
													
		DIETARY SUPPLEMENTS											
FOODON:03600000	dietary supplement, botanical	black cohosh supplement	'dietary supplement, botanical' and 'derives from' some (root and 'part of' some 'Actaea racemosa')		A botanical dietary supplement composed primarily of the root or root extract of the Actaea racemosa plant.	https://www.nccih.nih.gov/health/black-cohosh|https://en.wikipedia.org/wiki/Actaea_racemosa			ready for release	Black cohosh supplementation has been used in functional medicine for management of menopausal symptoms.		2021-06-08T13:32:28	https://orcid.org/0000-0002-7463-6306
FOODON:03600001	dietary supplement, metabolite or precursor	coenzyme Q10 supplement	'dietary supplement, metabolite or precursor' and 'has part' some 'coenzyme Q10'		A dietary supplement composed primarily of the ubiquinone coenzyme Q10.	https://www.nccih.nih.gov/health/coenzyme-q10|https://en.wikipedia.org/wiki/Coenzyme_Q10			ready for release	Coenzyme Q10 supplementation has been used in functional medicine for a wide range of ailments including heart disease and cancer.		2021-06-08T13:32:29	https://orcid.org/0000-0002-7463-6306
FOODON:03600002	fat or oil supplement	fish oil supplement	'fat or oil supplement' and 'has part' some 'fish oil'		A dietary fat supplement composed primarily of fish oil.	https://www.health.harvard.edu/blog/fish-oil-friend-or-foe-201307126467			ready for release	Fish oil supplementation has been used in function medicine to reduce cardiovascular disease risk and reduce inflammation.		2021-06-08T13:32:30	https://orcid.org/0000-0002-7463-6306
FOODON:03600003	fat or oil supplement	flaxseed oil supplement	'fat or oil supplement' and 'has part' some 'flaxseed oil'		A dietary fat supplement composed primarily of flaxseed oil.	https://www.nccih.nih.gov/health/flaxseed-and-flaxseed-oil			ready for release	Flaxseed oil supplementation has been used in function medicine for a variety of ailments including gastrointestinal complaints and cardiovascular disease.		2021-06-08T13:32:31	https://orcid.org/0000-0002-7463-6306
FOODON:03600004	dietary supplement, botanical	ginkgo biloba supplement	'dietary supplement, botanical' and 'derives from' some (leaf and 'part of' some 'Ginkgo biloba')		A botanical dietary supplement composed primarily of a Ginkgo biloba plant leaf extract.	https://en.wikipedia.org/wiki/Ginkgo_biloba		https://www.nccih.nih.gov/health/ginkgo	ready for release	Ginkgo biloba supplementation has been used in functional medicine for a variety of ailments including peripheral artery disease and dementia.		2021-06-08T13:32:32	https://orcid.org/0000-0002-7463-6306
FOODON:03600005	dietary supplement, botanical	ginseng supplement	'dietary supplement, botanical' and 'derives from' some 'ginseng root'		A botanical dietary supplement composed primarily of the root or root extract of the Panax ginseng plant.	https://en.wikipedia.org/wiki/Ginseng		https://www.nccih.nih.gov/health/asian-ginseng	ready for release	Ginseng supplementation has been used in functional medicine to stimulate immune function, improve well-being, and a variety of other health problems.		2021-06-08T13:32:33	https://orcid.org/0000-0002-7463-6306
FOODON:03600006	dietary supplement, metabolite or precursor	glucosamine supplement	'dietary supplement, metabolite or precursor' and 'has part' some 'glucosamine'		A dietary supplement composed primarily of the amino sugar glucosamine.	https://en.wikipedia.org/wiki/Glucosamine#Manufacturing		https://www.nccih.nih.gov/health/glucosamine-and-chondroitin-for-osteoarthritis	ready for release	Glucosamine supplementation has been used in functional medicine for arthritis and pain.		2021-06-08T13:32:34	https://orcid.org/0000-0002-7463-6306
FOODON:03600007	dietary supplement, metabolite or precursor	melatonin supplement	'dietary supplement, metabolite or precursor' and 'has part' some 'melatonin'		A dietary supplement composed primarily of the hormone melatonin.	https://www.nccih.nih.gov/health/melatonin-what-you-need-to-know			ready for release	Melatonin supplementation has been used in functional medicine for circadian rhythm disruption and insomnia.		2021-06-08T13:32:35	https://orcid.org/0000-0002-7463-6306
FOODON:03600008	dietary supplement, botanical	milk thistle supplement	'dietary supplement, botanical' and 'derives from' some 'Silybum marianum seed'		A botanical dietary supplement composed primarily of extract from the seeds of the Silybum marianum plant.	https://en.wikipedia.org/wiki/Silybum_marianum		https://www.nccih.nih.gov/health/milk-thistle	ready for release	Milk thistle supplementation has been used in functional medicine for a variety of ailments including hepatitis, cirrhosis, and diabetes.		2021-06-08T13:32:36	https://orcid.org/0000-0002-7463-6306
FOODON:03600009	fat or oil supplement	omega-3- fatty acid supplement	'fat or oil supplement' and 'has part' some 'omega-3 fatty acid'		A dietary fat supplement composed primarily of omega-3 fatty acids eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA).	https://www.nccih.nih.gov/health/omega3-supplements-in-depth			ready for release	Omega-3- fatty acid supplementation has been used in function medicine for a variety of ailments including hypertriglyceridemia and rheumatoid arthritis.		2021-06-08T13:32:37	https://orcid.org/0000-0002-7463-6306
FOODON:03600010	dietary supplement, botanical	red yeast rice supplement	'dietary supplement, botanical' and 'has part' some 'rice kernel food product' and 'has part' some 'Monascus purpureus'		A botanical dietary supplement composed primarily of red yeast rice (rice fermented with the mold Monascus purpureus).	https://en.wikipedia.org/wiki/Red_yeast_rice		https://www.nccih.nih.gov/health/red-yeast-rice	ready for release	Red yeast rice supplementation has been used in functional medicine to aid in digestion and reduce blood cholesterol.		2021-06-08T13:32:38	https://orcid.org/0000-0002-7463-6306
FOODON:03600011	dietary supplement, botanical	resveratrol supplement	'dietary supplement, botanical' and 'has part' some resveratrol		A botanical dietary supplement composed primarily of resveratrol.	https://en.wikipedia.org/wiki/Resveratrol			ready for release	Resveratrol supplementation has been used in functional medicine to reduce blood pressure and improve cognition.		2021-06-08T13:32:39	https://orcid.org/0000-0002-7463-6306
FOODON:03600012	dietary supplement, botanical	St. John's wort supplement	'dietary supplement, botanical' and 'derives from' some 'Hypericum perforatum flower'		A botanical dietary supplement composed primarily of an extract of the flower of the Hypericum perforatum plant.	https://en.wikipedia.org/wiki/Hypericum_perforatum		https://www.nccih.nih.gov/health/st-johns-wort	ready for release	St. john's wort supplementation has been used in functional medicine for a variety of ailments including insomnia and depression. St. John's wort is a cytochrome P450 inducer and has known interactions with some medications.		2021-06-08T13:32:40	https://orcid.org/0000-0002-7463-6306
FOODON:03000437	dietary supplement, amino acid or protein	marine protein supplement			A dietary supplement made from protein derived from marine animals.							2021-12-22T12:35:22Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000438	dietary supplement, amino acid or protein	animal protein supplement			A dietaty supplement made from protein derived from an animal.					Animal protein supplementation has been used to provide all the essential amino acids body needs to function effectively.		2021-12-22T13:08:23Z	https://orcid.org/0000-0001-5275-8866
FOODON:00005589	dietary supplement, amino acid or protein	soy-based protein powder			A plant-based protein supplement what is derived from soybeans.								
FOODON:00005590	dietary supplement, amino acid or protein	whey-based protein powder			 A protein supplement made from whey, the liquid byproduct that is separated during the process of making cheese from milk.								
FOODON:03000439	multi-vitamin and multi-mineral supplement	green powder supplement			A dietary supplement made from dried leafy greens and other vegetables, seaweed, grasses, high-antioxidant fruits and herbs. Probiotics and digestive enzymes are often added as well.				ready for release	The green powder supplementation has been used to support body’s immune system and energy levels while meeting the nutrition requirements for a healthy diet		2021-12-22T13:23:21Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000440	botanical supplement with multi-vitamin/mineral	chlorella powder supplement	'multi-vitamin and multi-mineral supplement' and 'derives from' some Chlorella		A powdered dietary supplement made from Chlorella.	https://www.healthline.com/nutrition/benefits-of-chlorella#TOC_TITLE_HDR_1			ready for release	Chlorella has been used as a source of many nutrients, including amino acids, vitamins, minerals, antioxidants and omega-3 fats.		2021-12-22T13:33:34Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000441	dietary supplement, multi-vitamin/mineral and amino acids	liver powder supplement			A dietary supplement made from an animal liver  that has been ground into powder.					Liver is a great source of high-quality protein. It is rich in essential nutrients including vitamins and minerals.		2021-12-22T16:12:34Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000442	liver powder supplement	liver powder supplement (desiccated)			A dietary supplement made from an animal liver that has been dried and ground into powder.	https://www.consumerlab.com/answers/desiccated-beef-liver/beef-liver/						2021-12-22T14:09:44Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000443	dietary supplement, botanical	kratom capsule	'dietary supplement, botanical' and 'derives from' some 'Mitragyna speciosa'		A capsules made of powdered kratom leaves.					Kratom capsule has been used for pain-relieving effects.		2021-12-22T19:48:21Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000444	dietary supplement, botanical	hoodia supplement	'dietary supplement, botanical' and 'derives from' some 'Hoodia gordonii'		A dietary supplement made from Kalahari cactus plant (Hoodia gordonii).					Hoodia dietary supplement claims to reduce appetite and boost weight loss.		2021-12-22T19:48:21Z	https://orcid.org/0000-0001-5275-8866
FOODON:03000445	dietary supplement	elderly dietary supplement			A dietary supplement designed to meet nutrition needs of older adults.							2021-12-22T19:55:02Z	https://orcid.org/0000-0001-5275-8866
FOODON:03603000	food supplement	malnutrition supplement			A food supplement designed to alleviate malnutrition.							2023-02-02T19:55:02Z	https://orcid.org/0000-0003-4173-6551
FOODON:03603001	malnutrition supplement	moderate malnutrition supplement			A malnutrition supplement designed to alleviate moderate malnutrition.							2023-02-02T19:55:02Z	https://orcid.org/0000-0003-4173-6551
FOODON:03603002	malnutrition supplement	severe malnutrition supplement			A malnutrition supplement designed to alleviate severe malnutrition.							2023-02-02T19:55:02Z	https://orcid.org/0000-0003-4173-6551
													
		WINE											
FOODON:03301014	grape based wine or wine-like food product	grape wine		'derives from' some 'grape'	An alcoholic drink made from fermented grapes.	https://en.wikipedia.org/wiki/Wine		https://www.researchgate.net/publication/253758073_Ontology_building_process_The_wine_domain					
FOODON:03310272	grape wine	red wine		'derives from' some 'red grape'	A type of wine made from dark-colored grape varieties.	https://en.wikipedia.org/wiki/Red_wine				"The actual color of the wine can range from intense violet, typical of young wines, through to brick red for mature wines and brown for older red wines."[https://en.wikipedia.org/wiki/Red_wine]			https://orcid.org/0000-0002-1816-4260|https://orcid.org/0000-0002-4366-3088
FOODON:03310734	grape wine	rosé wine			A type of grape wine that incorporates some of the color from the grape skins, but not enough to qualify it as a red wine.	https://en.wikipedia.org/wiki/Ros%C3%A9							
FOODON:03310273	grape wine	white wine		'derives from' some 'white grape'	A wine that is fermented with little or no grape skin contact.	https://en.wikipedia.org/wiki/White_wine				A wine whose color can be straw-yellow, yellow-green, or yellow-gold. It is produced by the alcoholic fermentation of the non-coloured pulp of grapes, which may have a skin of any colour.			https://orcid.org/0000-0002-1816-4260|https://orcid.org/0000-0002-4366-3088
FOODON:00004048	grape wine	table wine (US)			A grape wine which is neither fortified, nor sparkling, nor expensive.	https://en.wikipedia.org/wiki/Table_wine		https://www.ecfr.gov/current/title-27/part-4#p-4.21(a)(5)					
FOODON:00004065	Protected Geographical Indication	Table Wine (deprecated EU standard)			A European Union wine category replaced by the Protected Geographical Indication in 2011.	https://en.wikipedia.org/wiki/Table_wine|https://www.wine-searcher.com/wine-label-eu				"The lower of two overall quality categories, the higher of which is Quality Wines Produced in Specified Regions (QWPSR). All levels of national wine classification systems within the EU correspond to either TW or the QWPSR, although the terms that actually appear on wine labels are defined by national wine laws with the EU regulations as a framework."[https://en.wikipedia.org/wiki/Table_wine]			
FOODON:03307296	grape wine	fortified wine			A wine to which a distilled spirit, usually brandy, has been added.	https://en.wikipedia.org/wiki/Fortified_wine							
FOODON:03317393	grape wine	still wine			Wine produced by a method of vinification that leaves it free from carbon dioxide and therefore not sparkling or effervescent.	https://en.wiktionary.org/wiki/still_wine							
													
FOODON:00004049	Protected Geographical Status	Quality Wines Produced in Specified Regions			A Protected Geographical Status appellation which identifies a wine with either Protected Geographical Indication or a Protected Designation of Origin.	https://en.wikipedia.org/wiki/Quality_Wines_Produced_in_Specified_Regions				"The European Union regulates and defines the status of "quality wines" according to production method, management and geographical location. Its original, fundamental role is in differentiating quality wines from table wines."[https://en.wikipedia.org/wiki/Quality_Wines_Produced_in_Specified_Regions]			
FOODON:03530258	food product appellation framework	Denominazione di origine controllata			An Italian wine quality assurance label for food products and especially wines (an appellation), and for various formaggi.	https://en.wikipedia.org/wiki/Denominazione_di_origine_controllata				"It is modelled after the French AOC. It was instituted in 1963 and overhauled in 1992 for compliance with the equivalent EU law on Protected Designation of Origin, which came into effect that year ."[https://en.wikipedia.org/wiki/Denominazione_di_origine_controllata].			
FOODON:00004053	food product appellation framework	Vintners Quality Alliance			A regulatory and appellation system which guarantees the high quality and authenticity of origin for Canadian wines made under that system in British Columbia and Ontario.	https://en.wikipedia.org/wiki/Vintners_Quality_Alliance							
FOODON:00004054	food product appellation framework	American Viticultural Area			A designated wine grape-growing region in the United States, providing an official appellation for the mutual benefit of wineries and consumers.	https://en.wikipedia.org/wiki/American_Viticultural_Area		https://www.ecfr.gov/current/title-27/part-4					
FOODON:00004056	food product appellation framework	Spanish wine production framework			A food product appellaction framework pertaining to Spanish wine.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine|https://en.wikipedia.org/wiki/Spanish_wine_regions							
FOODON:00004057	Quality Wines Produced in Specified Regions|Spanish wine production framework	Denominación de Origen Protegida			The mainstay of Spain's wine quality control system. Each region is governed by a consejo regulador, which decides on the boundaries of the region, permitted varietals, maximum yields, limits of alcoholic strength and other quality standards or production limitations pertaining to the zone.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine				"As of 2019 there are 96 DOPs that are subdivided into DOCa, DO, VP, and VC. The sub-categories can be called DOP, or they can use the traditional terms of DOCa, DO, VP, and VC.  In 2016, the use of the term Denominación de Origen (DO) was updated to Denominación de Origen Protegida (DOP)."[wikipedia]			
FOODON:00004058	Denominación de Origen Protegida	Denominación de Origen Calificada			The highest category in Spanish wine regulations, reserved for regions with above-average grape prices and particularly stringent quality controls.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine				"Rioja was the first Spanish region to be awarded DOCa status in 1991, followed by Priorat in 2003. Priorat uses the Catalan language DOQ, for denominació d'origen qualificada. These are the only two regions considered "above" DO status."[wikipedia]			
FOODON:00004059	Denominación de Origen Protegida	Vino de Pago			A special term for high-quality, single-estate Spanish wines which in some cases also have DOP or VC or IGP appellations.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine				"Pago is a Spanish term for a vineyard estate ...This category was formed in 2003."[wikipedia]			
FOODON:00004060	Denominación de Origen Protegida	Vino de Calidad con indicación geográfica			A category of spanish wine that does not fully meet the stringent standards of the DOP category, but are above the standards of the IGP category.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine							
FOODON:00004061	Protected Geographical Indication|Spanish wine production framework	Indicación geográfica protegida			An EU Protected Geographical Indication which includes Spanish wines below the DOP level, and is wine originating from a specific place, a region or a country, which has a certain quality, reputation or other characteristic - including production phases - that can be essentially attributed to its geographical origin, at least one of which takes place in the defined geographical area.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine				"These can use the traditional term Vino de la Tierra (VT)."[wikipedia]			
FOODON:00004062	Spanish wine production framework	Vino de Mesa			Any wine from unclassified Spanish vineyards, and wine that has been declassified by blending.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen#Wine				"This includes both inexpensive jug wines and some expensive wines that are not yet classified due to innovation outside traditional lines."[wikipedia]			
FOODON:03530086	food product appellation framework	Appellation d'origine contrôlée			A food product appellation framework authorized for certain French geographical indications for wines, cheeses, butters, and other agricultural products, all under the auspices of the government bureau Institut National des Appellations d'Origine (INAO). [Wikipedia]								
FOODON:00004055	food product appellation framework	Denominación de origen			A food product appellation framework which is a regulatory geographical indication system used primarily for foodstuffs such as cheeses, condiments, honey, and meats, among others.	https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen				In wines, it parallels the hierarchical systems of France (1935) and Italy (1963), although Rioja (1925) and Jerez (1933) preceded the full system.[https://en.wikipedia.org/wiki/Denominaci%C3%B3n_de_origen]			
FOODON:03530254	food product appellation framework	Protected Geographical Status			A food product appellation framework defined in European Union law to protect the names of regional foods.					Protected Designation of Origin (PDO), Protected Geographical Indication (PGI) and Traditional Speciality Guaranteed (TSG) are geographical indications, or more precisely regimes, within the framework. The law (enforced within the EU and being gradually expanded internationally via bilateral agreements of the EU with non-EU countries) ensures that only products genuinely originating in that region are allowed in commerce as such. The legislation came into force in 1992. The purpose of the law is to protect the reputation of the regional foods and eliminate the unfair competition and misleading of consumers by non-genuine products, which may be of inferior quality or of different flavour. [https://en.wikipedia.org/wiki/Geographical_indications_and_traditional_specialities_in_the_European_Union#Protected_geographical_indication_(PGI)]			
FOODON:03530255	Protected Geographical Status	Protected Designation of Origin			A Protected Geographical Status which covers agricultural products and foodstuffs which are produced, processed and prepared in a given geographical area using recognised know-how.								
FOODON:03530256	Protected Geographical Status	Protected Geographical Indication			A Protected Geographical Status covering agricultural products and foodstuffs closely linked to the geographical area.								
FOODON:03530257	Protected Geographical Status	Traditional Speciality Guaranteed			A Protected Geographical Status which highlights traditional character, either in the composition or means of production.								
													
FOODON:00002577	grape wine	wine by region			A grape wine distinguished by the region its grapes were grown in.								
FOODON:03311270	wine by region	Beaujolais wine			A French Appellation d'Origine Contrôlée (AOC) wine generally made of the Gamay grape which has a thin skin and is low in tannins.	https://en.wikipedia.org/wiki/Beaujolais			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Carte_vignoble_beaujolais.png/356px-Carte_vignoble_beaujolais.png		https://orcid.org/0000-0002-8844-9165
FOODON:00002641	wine by region	Bordeaux wine			Any wine produced in the Bordeaux region of southwest France.	https://en.wikipedia.org/wiki/Bordeaux_wine			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002639	wine by region	Zakynthos wine			Zakynthos Wine is wine produced on the Greek island of Zakynthos (Zante) in the Ionian Sea. A wide array of native Ionian grape varieties have been planted on the island for centuries, and are most famously used to make the intensely flavored, highly acidic Verdea wine.	https://www.wine-searcher.com/regions-zakynthos			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002600	grape wine	Reserve wine			Reserve wine is wine of a higher quality than usual, or a wine that has been aged before being sold, or both. Traditionally, winemakers would reserve some of their best wine rather than sell it immediately, coining the term.	https://en.wikipedia.org/wiki/Reserve_wine			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:03311123	wine by region	Chablis wine			Chablis wine is a wine made in the Chablis region of France.	https://en.wikipedia.org/wiki/Chablis_wine			ready for release				https://orcid.org/0000-0002-1107-9135
									ready for release				
									ready for release				
FOODON:00002585	red wine	Cabernet Sauvignon wine		'derives from' some 'Cabernet Sauvignon grape cultivar'	A Cabernet Sauvignon wine is any wine produced using only Cabernet Sauvignon grapes. It often appears with Merlot and Cabernet Franc in blended Bordeaux wines.	https://en.wikipedia.org/wiki/Cabernet_Sauvignon			ready for release				https://orcid.org/0000-0002-8844-9165
FOODON:00002640	Vitis vinifera	Cabernet Sauvignon grape cultivar			The Cabernet Sauvignon grape cultivar originates from a cross between Cabernet Franc and Sauvignon blanc varieties. It produces Cabernet Sauvignon grapes, a red wine grape variety.	https://en.wikipedia.org/wiki/Cabernet_Sauvignon			ready for release				https://orcid.org/0000-0002-1107-9135
FOODON:00002584	white wine	Chardonnay wine		'derives from' some 'Chardonnay grape cultivar'	Chardonnay wine is wine produced using only Chardonnay grapes.	https://en.wikipedia.org/wiki/Chardonnay			ready for release				https://orcid.org/0000-0002-1107-9135
FOODON:00002583	Vitis vinifera	Chardonnay grape cultivar			The Chardonnay grape cultivar is the result of a cross between the Pinot noir and Gouais blanc (Heunisch) grape varieties. It produces a green-skinned grape variety used in the production of white wine.	https://en.wikipedia.org/wiki/Chardonnay			ready for release				
FOODON:00002586	white wine	Chenin blanc wine		'derives from' some 'Chenin blanc grape cultivar'	A Chenin blanc wine is any wine produced using only Chenin blanc grapes.				ready for release				https://orcid.org/0000-0001-7751-1042
FOODON:00002587	Vitis vinifera	Chenin blanc grape cultivar			Chenin blanc grapes are a White wine grape variety from the Loire Valley of France. Its high acidity means it can be used to make everything from sparkling wines to well-balanced dessert wines, although it can produce very bland, neutral wines if the vine's natural vigor is not controlled.	https://en.wikipedia.org/wiki/Chenin_blanc			ready for release				https://orcid.org/0000-0001-7751-1042
									ready for release				
FOODON:00002588	red wine	Malbec wine		'derives from' some 'Malbec grape cultivar'	A Malbec wine is any wine produced using only Malbec grapes.				ready for release				https://orcid.org/0000-0001-7751-1042
FOODON:00002589	Vitis vinifera	Malbec grape cultivar			Malbec grapes are a purple grape variety used in making red wine. The grapes tend to have an inky dark color and robust tannins, and are known as one of the six grapes allowed in the blend of red Bordeaux wine. The French plantations of Malbec are now found primarily in Cahors in South West France. It is increasingly celebrated as an Argentine varietal wine and is being grown around the world.	https://en.wikipedia.org/wiki/Malbec			ready for release				https://orcid.org/0000-0001-7751-1042
									ready for release				
FOODON:00002590	red wine	Merlot wine		'derives from' some 'Merlot grape cultivar'	A Merlot wine is any wine produced using only Merlot grapes.				ready for release				https://orcid.org/0000-0001-7751-1042
FOODON:00002591	Vitis vinifera	Merlot grape cultivar			Merlot is a dark blue-colored wine grape variety, that is used as both a blending grape and for varietal wines.	https://en.wikipedia.org/wiki/Merlot			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Merlot_Grape.jpg/320px-Merlot_Grape.jpg		https://orcid.org/0000-0001-7751-1042
									ready for release				
FOODON:00002592	white wine	Pinot blanc wine		'derives from' some 'Pinot blanc grape cultivar'	A pinot blanc wine is any wine produced using only Pinco blanc grapes.				ready for release				https://orcid.org/0000-0001-7751-1042
FOODON:00002593	Vitis vinifera	Pinot blanc grape cultivar			Pinot blanc is a white wine grape. It is a point genetic mutation of Pinot noir.	https://en.wikipedia.org/wiki/Pinot_blanc			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Pinot-blanc.jpg/440px-Pinot-blanc.jpg		https://orcid.org/0000-0001-7751-1042
									ready for release				
FOODON:00002594	white wine	Pinot gris wine		'derives from' some 'Pinot gris grape cultivar'	Pinot gris is a white wine varietal produced only from Pinot gris grapes.  The Italian synonym, Pinot Grigio, has become strongly associated with lighter wines produced in great quantities, particularly in northern Italy.	https://www.wine-searcher.com/grape-381-pinot-grigio			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Alto_adige_Pinot_grigio.jpg/179px-Alto_adige_Pinot_grigio.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002595	Vitis vinifera	Pinot gris grape cultivar			Pinot gris is a white wine grape variety (mutation) of the Pinot family which shares its genetic fingerprint with Pinot Noir, Pinot Blanc et al. . Pinot gris is grown around the globe with the "spicy" full-bodied Alsatian and lighter-bodied, more acidic Italian styles being most widely recognized.	https://en.wikipedia.org/wiki/Pinot_gris			ready for release		https://commons.wikimedia.org/wiki/File:Pinot_Gris_close.JPG		https://orcid.org/0000-0002-5439-3570
									ready for release				
FOODON:00002596	red wine	Pinot noir wine		'derives from' some 'Pinot noir grape cultivar'	Pinot noir wine is a red wine varietal made only from Pinot noir grapes.  The thin skins and low levels of phenolic compounds lends pinot to producing mostly lightly colored, medium-bodied and low-tannin wines that can often go through phases of uneven and unpredictable aging.	https://en.wikipedia.org/wiki/Pinot_noir			ready for release				https://orcid.org/0009-0006-7774-1546l
FOODON:00002597	Vitis vinifera	Pinot noir grape cultivar			Pinot noir grape is a red wine grape variety. The name is derived from the French words for pine and black. The word pine alludes to the grape variety having tightly clustered, pine cone-shaped bunches of fruit. Pinot noir grapes are grown around the world, mostly in the cooler climates, and the grape is chiefly associated with the Burgundy region of France.	https://en.wikipedia.org/wiki/Pinot_noir			ready for release		https://en.wikipedia.org/wiki/Pinot_noir#/media/File:Grape_near_Sancerre.jpg		https://orcid.org/0009-0006-7774-1546l
									ready for release				
FOODON:00002598	red wine	Pinotage wine		'derives from' some 'Pinotage grape cultivar'	Pinotage wine is a red wine varietal produced only from Pinotage grapes. This type of wine can range from a fairly cheap, light-bodied red wine with some funky aromas (including extremes such as acetone, paint, rubber, and at times banana) all the way to full-bodied red wines with balance, elegance, fully developed black fruit flavors, and an enduring, sweet, smokey finish.	https://www.thespruceeats.com/what-is-pinotage-wine-3511226			ready for release		https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Stellenbosch_Pinotage.jpg/179px-Stellenbosch_Pinotage.jpg		https://orcid.org/0000-0002-5439-3570
FOODON:00002599	Vitis vinifera	Pinotage grape cultivar			Pinotage is a red wine grape that is South Africa's signature variety. It was bred there in 1925 as a crossbetween Pinot noir and Cinsaut. The grape is a viticultural intraspecific cross of two varieties of Vitis vinifera, not an interspecific hybrid.	https://en.wikipedia.org/wiki/Pinotage			ready for release		https://i2.wp.com/www.winetwofive.com/wp-content/uploads/2018/06/CEP-TIBOUREN.jpg?resize=128%2C128		https://orcid.org/0000-0002-5439-3570
									ready for release				
